"species_raw","primary_diet","carnivore","carnivore:piscivore","carnivore:sanguivore","carnivore:insectivore","carnivore:molluscivore","carnivore:eats_other_marine_invertebrates","herbivore","herbivore:frugivore","herbivore:lignivore","herbivore:algivore","omnivore","planktivore","mycophage","detritivore","coprophage","animal_foods","birds","mammals","amphibians","reptiles","fish","eggs","blood","body_fluids","carrion","insects","terrestrial_non_insect_arthropods","mollusks","terrestrial_worms","aquatic_or_marine_worms","aquatic_crustaceans","echinoderms","cnidarians","other_marine_invertebrates","zooplankton","plant_foods","leaves","roots_and_tubers","wood_bark_or_stems","seeds_grains_and_nuts","fruit","nectar","pollen","flowers","sap_or_other_plant_fluids","bryophytes","lichens","algae","macroalgae","phytoplankton","other_foods","fungus","detritus","dung","microbes","endothermic","ectothermic","heterothermic","homoiothermic","mass_average_g","mass_adult_average_g","mass_adult_female_average_g","mass_adult_male_average_g","mass_embryo_average_g","mass_weanling_average_g","mass_female_average_g","mass_male_average_g","species"
"Bassaricyon gabbii","Herbivore, Herbivore: Frugivore","","","","","","","YES","YES","",NA,"","","","","","Birds, Mammals, Amphibians, Reptiles, Eggs, Insects, Terrestrial Non-insect Arthropods","YES","YES","YES","YES","","YES",NA,"","","YES","YES","","","","","","","","","Fruit, Flowers, Sap or other plant fluids","","","","","YES","","","YES","YES","",NA,"","","","","","","","","YES","","","",1235,NA,NA,NA,NA,NA,NA,NA,"bassaricyon_gabbii"
"Bassaricyon lasius","","","","","","","","","","",NA,"","","","","","","","","","","","",NA,"","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"bassaricyon_lasius"
"Bassaricyon pauli","","","","","","","","","","",NA,"","","","","","","","","","","","",NA,"","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"bassaricyon_pauli"
"Bassariscus astutus","Omnivore","","",NA,"","","","","","","","YES","","","","","Birds, Mammals, Amphibians, Reptiles, Carrion, Insects","YES","YES","YES","YES","","","","","YES","YES","","","","","","",NA,"",NA,"Seeds, grains, and nuts, Fruit, Flowers","","","","YES","YES","","","YES","","","","","","","","","","","","YES","","","YES",1081,NA,NA,NA,NA,NA,NA,NA,"bassariscus_astutus"
"Bassariscus sumichrasti","","","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"",NA,"","","","","","","","","","","","","","","","","","","","","YES","","","",900,NA,NA,NA,NA,NA,NA,NA,"bassariscus_sumichrasti"
"Bathyergus janetta","","","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"",NA,"","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"bathyergus_janetta"
"Bathyergus suillus","","","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"",NA,"","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"bathyergus_suillus"
"Batomys dentatus","","","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"",NA,"","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"batomys_dentatus"
"Batomys granti","","","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"",NA,"","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"batomys_granti"
"Batomys salomonseni","","","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"",NA,"","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"batomys_salomonseni"
"Batrachoseps campi","Carnivore, Carnivore: Insectivore","YES","",NA,"YES","","","","","","","","","","","","Insects, Terrestrial Non-insect Arthropods, Mollusks, Terrestrial Worms","","","","","","","","","","YES","YES","YES","YES","","","",NA,"",NA,"","","","","","","","","","","","","","","","","","","","","","YES","YES","",NA,NA,NA,NA,NA,NA,NA,NA,"batrachoseps_campi"
"Battus philenor","","","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"",NA,"","","","","","","","","","","","","","","","","","","","","","YES","YES","",NA,NA,NA,NA,NA,NA,NA,NA,"battus_philenor"
"Bauerus dubiaquercus","","","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"",NA,"","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"bauerus_dubiaquercus"
"Bdeogale crassicauda","","","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"",NA,"","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"bdeogale_crassicauda"
"Bdeogale jacksoni","","","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"",NA,"","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"bdeogale_jacksoni"
"Bdeogale nigripes","Carnivore, Carnivore: Insectivore","YES","",NA,"YES","","","","","","","","","","","","Mammals, Amphibians, Reptiles, Insects","","YES","YES","YES","","","","","","YES","","","","","","",NA,"",NA,"","","","","","","","","","","","","","","","","","","","","YES","","","",1950,NA,NA,NA,NA,NA,NA,NA,"bdeogale_nigripes"
"Beamys hindei","","","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"",NA,"","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"beamys_hindei"
"Beatragus hunteri","Herbivore, Herbivore: Folivore","","",NA,"","","","YES","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"",NA,"Leaves, Wood, bark, or stems","YES","","YES","","","","","","","","","","","","","","","","","YES","","","YES",110000,NA,NA,NA,NA,NA,NA,NA,"beatragus_hunteri"
"Berardius arnuxii","Carnivore, Carnivore: Piscivore, Carnivore: Molluscivore","YES","YES",NA,"","YES","","","","","","","","","","","Fish, Mollusks","","","","","YES","","","","","","","YES","","","","",NA,"",NA,"","","","","","","","","","","","","","","","","","","","","YES","","","YES",NA,NA,NA,NA,NA,NA,NA,NA,"berardius_arnuxii"
"Berardius bairdii","Carnivore, Carnivore: Molluscivore","YES","",NA,"","YES","","","","","","","","","","","Fish, Mollusks, Aquatic Crustaceans, Echinoderms","","","","","YES","","","","","","","YES","","","YES","YES",NA,"",NA,"","","","","","","","","","","","","","","","","","","","","YES","","","YES",9000000,NA,NA,NA,NA,NA,NA,NA,"berardius_bairdii"
"Berylmys bowersi","","","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"",NA,"","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"berylmys_bowersi"
"Betta splendens","","","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"",NA,"","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"betta_splendens"
"Bettongia gaimardi","Mycophage","","",NA,"","","","","","","","","","YES","","","Insects","","","","","","","","","","YES","","","","","","",NA,"",NA,"Leaves, Roots and tubers, Wood, bark, or stems, Fruit, Sap or other plant fluids","YES","YES","YES","","YES","","","","YES","","","","","","Fungus","YES","","","","YES","","YES","",1700,NA,NA,NA,NA,NA,NA,NA,"bettongia_gaimardi"
"Bettongia lesueur","Herbivore, Herbivore: Folivore, Herbivore: Frugivore, Herbivore: Granivore","","",NA,"","","","YES","YES","","","","","","","","Carrion, Insects","","","","","","","","","YES","YES","","","","","","",NA,"",NA,"Roots and tubers, Seeds, grains, and nuts, Fruit, Flowers","","YES","","YES","YES","","","YES","","","","","","","Fungus","YES","","","","YES","","","YES",1100,NA,NA,NA,NA,NA,NA,NA,"bettongia_lesueur"
"Bettongia penicillata","","","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"",NA,"","","","","","","","","","","","","","","","","","","","","YES","","","",1350,NA,NA,NA,NA,NA,NA,NA,"bettongia_penicillata"
"Bettongia tropica","","","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"",NA,"","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"bettongia_tropica"
"Bibimys chacoensis","","","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"",NA,"","","","","","","","","","","","","","","","","","","","","YES","","","YES",28.6,NA,NA,NA,NA,NA,NA,NA,"bibimys_chacoensis"
"Bibimys torresi","","","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"",NA,"","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"bibimys_torresi"
"Bison bison","Herbivore, Herbivore: Folivore","","",NA,"","","","YES","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"",NA,"Leaves, Roots and tubers, Wood, bark, or stems","YES","YES","YES","","","","","","","","","","","","","","","","","YES","","","YES",609000,NA,NA,NA,NA,NA,NA,NA,"bison_bison"
"Bison bonasus","Herbivore, Herbivore: Folivore","","",NA,"","","","YES","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"",NA,"Leaves, Wood, bark, or stems, Flowers, Lichens","YES","","YES","","","","","YES","","","YES","","","","","","","","","YES","","","YES",900000,NA,NA,NA,NA,NA,NA,NA,"bison_bonasus"
"Bitis gabonica","Carnivore, Carnivore: Eats terrestrial vertebrates","YES","",NA,"","","","","","","","","","","","","Birds, Mammals, Amphibians, Reptiles","YES","YES","YES","YES","","","","","","","","","","","","",NA,"",NA,"","","","","","","","","","","","","","","","","","","","","","","","",8500,NA,NA,NA,NA,NA,NA,NA,"bitis_gabonica"
"Bitis nasicornis","","","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"",NA,"","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"bitis_nasicornis"
"Biziura lobata","Carnivore, Carnivore: Eats non-insect arthropods, Carnivore: Molluscivore","YES","",NA,"","YES","","","","","","","","","","","Birds, Amphibians, Fish, Insects, Terrestrial Non-insect Arthropods, Mollusks, Aquatic Crustaceans","YES","","YES","","YES","","","","","YES","YES","YES","","","YES","",NA,"",NA,"Seeds, grains, and nuts","","","","YES","","","","","","","","","","","","","","","","YES","","","YES",2250,NA,NA,NA,NA,NA,NA,NA,"biziura_lobata"
"Blanfordimys afghanus","","","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"",NA,"","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"blanfordimys_afghanus"
"Blarina brevicauda","Carnivore, Carnivore: Eats non-insect arthropods","YES","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"",NA,"","","","","","","","","","","","","","","","","","","","","YES","","","",21.63,NA,NA,NA,NA,NA,NA,NA,"blarina_brevicauda"
"Blarina carolinensis","Carnivore, Carnivore: Insectivore, Carnivore: Eats non-insect arthropods","YES","",NA,"YES","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"",NA,"","","","","","","","","","","","","","","","","","","","","YES","","","",22.5,NA,NA,NA,NA,NA,NA,NA,"blarina_carolinensis"
"Blarina hylophaga","Carnivore, Carnivore: Insectivore","YES","",NA,"YES","","","","","","","","","","","","Mammals, Amphibians, Insects, Terrestrial Non-insect Arthropods, Terrestrial Worms","","YES","YES","","","","","","","YES","YES","","YES","","","",NA,"",NA,"Seeds, grains, and nuts","","","","YES","","","","","","","","","","","","","","","","YES","","","",14.5,NA,NA,NA,NA,NA,NA,NA,"blarina_hylophaga"
"Blarinella quadraticauda","","","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"",NA,"","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"blarinella_quadraticauda"
"Blarinomys breviceps","Carnivore, Carnivore: Insectivore","YES","",NA,"YES","","","","","","","","","","","","Insects","","","","","","","","","","YES","","","","","","",NA,"",NA,"Fruit","","","","","YES","","","","","","","","","","","","","","","YES","","","YES",12,NA,NA,NA,NA,NA,NA,NA,"blarinomys_breviceps"
"Blastocerus dichotomus","","","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"",NA,"","","","","","","","","","","","","","","","","","","","","YES","","","",109000,NA,NA,NA,NA,NA,NA,NA,"blastocerus_dichotomus"
"Blatta orientalis","","","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"",NA,"","","","","","","","","","","","","","","","","","","","","","YES","","",0.7,NA,NA,NA,NA,NA,NA,NA,"blatta_orientalis"
"Blattella germanica","Carnivore, Carnivore: Insectivore, Carnivore: Scavenger, Herbivore, Herbivore: Frugivore, Herbivore: Granivore, Detritivore","YES","",NA,"YES","","","YES","YES","","","","","","YES","","Carrion, Terrestrial Non-insect Arthropods","","","","","","","","","YES","","YES","","","","","",NA,"",NA,"Seeds, grains, and nuts, Fruit","","","","YES","YES","","","","","","","","","","Detritus","","YES","","","","YES","","",0.1,NA,NA,NA,NA,NA,NA,NA,"blattella_germanica"
"Boa constrictor","Carnivore, Carnivore: Eats terrestrial vertebrates","YES","",NA,"","","","","","","","","","","","","Birds, Mammals, Amphibians, Reptiles, Eggs","YES","YES","YES","YES","","YES","","","","","","","","","","",NA,"",NA,"","","","","","","","","","","","","","","","","","","","","","","YES","",NA,NA,NA,NA,NA,NA,NA,NA,"boa_constrictor"
"Boisea trivittata","Herbivore, Herbivore: Folivore","","",NA,"","","","YES","","","","","","","","","Eggs, Insects","","","","","","YES","","","","YES","","","","","","",NA,"",NA,"Leaves, Wood, bark, or stems, Seeds, grains, and nuts, Fruit","YES","","YES","YES","YES","","","","","","","","","","","","","","","","YES","","",NA,NA,NA,NA,NA,NA,NA,NA,"boisea_trivittata"
"Bolitotherus cornutus","Mycophage","","",NA,"","","","","","","","","","YES","","","","","","","","","","","","","","","","","","","",NA,"",NA,"","","","","","","","","","","","","","","","Fungus","YES","","","","","YES","YES","",NA,NA,NA,NA,NA,NA,NA,NA,"bolitotherus_cornutus"
"Bombina orientalis","Carnivore, Carnivore: Insectivore, Carnivore: Molluscivore","YES","",NA,"YES","YES","","","","","","","","","","","Insects, Terrestrial Non-insect Arthropods, Mollusks, Terrestrial Worms","","","","","","","","","","YES","YES","YES","YES","","","",NA,"",NA,"Algae","","","","","","","","","","","","YES","","","Fungus, Detritus, Microbes","YES","YES","","YES","","YES","YES","",NA,NA,NA,NA,NA,NA,NA,NA,"bombina_orientalis"
"Bombus ashtoni","Omnivore","","",NA,"","","","","","","","YES","","","","","Eggs, Insects","","","","","","YES","","","","YES","","","","","","",NA,"",NA,"Nectar, Pollen","","","","","","YES","YES","","","","","","","","","","","","","","YES","","",NA,NA,NA,NA,NA,NA,NA,NA,"bombus_ashtoni"
"Bombus fervidus","Herbivore, Herbivore: Nectarivore","","",NA,"","","","YES","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"",NA,"Nectar, Pollen","","","","","","YES","YES","","","","","","","","","","","","","","YES","","",NA,NA,NA,NA,NA,NA,NA,NA,"bombus_fervidus"
"Bombycilla cedrorum","Carnivore, Carnivore: Insectivore, Herbivore, Herbivore: Frugivore, Omnivore","YES","",NA,"YES","","","YES","YES","","","YES","","","","","Insects","","","","","","","","","","YES","","","","","","",NA,"",NA,"Fruit","","","","","YES","","","","","","","","","","","","","","","YES","","","",32,NA,NA,NA,NA,NA,NA,NA,"bombycilla_cedrorum"
"Bombycilla garrulus","Carnivore, Carnivore: Insectivore, Herbivore, Herbivore: Frugivore","YES","",NA,"YES","","","YES","YES","","","","","","","","Insects","","","","","","","","","","YES","","","","","","",NA,"",NA,"Fruit, Flowers, Sap or other plant fluids","","","","","YES","","","YES","YES","","","","","","","","","","","YES","","","YES",57.75,NA,NA,NA,NA,NA,NA,NA,"bombycilla_garrulus"
"Bombyx mori","","","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"",NA,"","","","","","","","","","","","","","","","","","","","","","YES","","",NA,NA,NA,NA,NA,NA,NA,NA,"bombyx_mori"
"Bonasa umbellus","","","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"",NA,"","","","","","","","","","","","","","","","","","","","","YES","","","",644,NA,NA,NA,NA,NA,NA,NA,"bonasa_umbellus"
"Bos frontalis","","","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"",NA,"","","","","","","","","","","","","","","","","","","","","YES","","","YES",825000,NA,NA,NA,NA,NA,NA,NA,"bos_frontalis"
"Bos grunniens","Herbivore, Herbivore: Folivore","","",NA,"","","","YES","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"",NA,"Leaves, Bryophytes, Lichens","YES","","","","","","","","","YES","YES","","","","","","","","","YES","","","",650000,NA,NA,NA,NA,NA,NA,NA,"bos_grunniens"
"Bos javanicus","Herbivore, Herbivore: Folivore","","",NA,"","","","YES","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"",NA,"Leaves","YES","","","","","","","","","","","","","","","","","","","YES","","","",700000,NA,NA,NA,NA,NA,NA,NA,"bos_javanicus"
"Bos sauveli","Herbivore, Herbivore: Folivore","","",NA,"","","","YES","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"",NA,"Leaves, Roots and tubers","YES","YES","","","","","","","","","","","","","","","","","","YES","","","",795500,NA,NA,NA,NA,NA,NA,NA,"bos_sauveli"
"Bos taurus","Herbivore, Herbivore: Folivore","","",NA,"","","","YES","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"",NA,"Leaves, Roots and tubers, Wood, bark, or stems","YES","YES","YES","","","","","","","","","","","","","","","","","YES","","","YES",755000,NA,NA,NA,NA,NA,NA,NA,"bos_taurus"
"Boselaphus tragocamelus","","","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"",NA,"","","","","","","","","","","","","","","","","","","","","YES","","","",180000,NA,NA,NA,NA,NA,NA,NA,"boselaphus_tragocamelus"
"Bosmina longirostris","Herbivore, Herbivore: Algivore, Planktivore","","",NA,"","","","YES","","","YES","","YES","","","","","","","","","","","","","","","","","","","","",NA,"",NA,"Algae, Phytoplankton","","","","","","","","","","","","YES","","YES","Microbes","","","","YES","","YES","","",NA,NA,NA,NA,NA,NA,NA,NA,"bosmina_longirostris"
"Botaurus lentiginosus","","","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"",NA,"","","","","","","","","","","","","","","","","","","","","YES","","","",600,NA,NA,NA,NA,NA,NA,NA,"botaurus_lentiginosus"
"Bothriechis schlegelii","Carnivore, Carnivore: Eats terrestrial vertebrates","YES","",NA,"","","","","","","","","","","","","Birds, Mammals, Amphibians, Reptiles","YES","YES","YES","YES","","","","","","","","","","","","",NA,"",NA,"","","","","","","","","","","","","","","","","","","","","","","YES","",NA,NA,NA,NA,NA,NA,NA,NA,"bothriechis_schlegelii"
"Bothriopsis bilineata","Carnivore, Carnivore: Eats terrestrial vertebrates","YES","",NA,"","","","","","","","","","","","","Birds, Mammals, Amphibians, Reptiles","YES","YES","YES","YES","","","","","","","","","","","","",NA,"",NA,"","","","","","","","","","","","","","","","","","","","","","","YES","",NA,NA,NA,NA,NA,NA,NA,NA,"bothriopsis_bilineata"
"Bothriopsis punctata","Carnivore, Carnivore: Eats terrestrial vertebrates","YES","",NA,"","","","","","","","","","","","","Birds, Mammals, Amphibians, Reptiles","YES","YES","YES","YES","","","","","","","","","","","","",NA,"",NA,"","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"bothriopsis_punctata"
"Bothrops asper","Carnivore, Carnivore: Eats terrestrial vertebrates","YES","",NA,"","","","","","","","","","","","","Birds, Mammals, Amphibians, Reptiles, Insects, Aquatic Crustaceans","YES","YES","YES","YES","","","","","","YES","","","","","YES","",NA,"",NA,"","","","","","","","","","","","","","","","","","","","","","","YES","",6000,NA,NA,NA,NA,NA,NA,NA,"bothrops_asper"
"Bothrops atrox","","","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"",NA,"","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"bothrops_atrox"
"Bothrops jararaca","Carnivore, Carnivore: Eats terrestrial vertebrates","YES","",NA,"","","","","","","","","","","","","Birds, Mammals, Amphibians, Reptiles, Insects","YES","YES","YES","YES","","","","","","YES","","","","","","",NA,"",NA,"","","","","","","","","","","","","","","","","","","","","","YES","","",NA,NA,NA,NA,NA,NA,NA,NA,"bothrops_jararaca"
"Bothus lunatus","Carnivore, Carnivore: Piscivore","YES","YES",NA,"","","","","","","","","","","","","Fish, Mollusks, Aquatic Crustaceans, Other Marine Invertebrates","","","","","YES","","","","","","","YES","","","YES","",NA,"YES",NA,"Algae","","","","","","","","","","","","YES","","","","","","","","","YES","YES","",NA,NA,NA,NA,NA,NA,NA,NA,"bothus_lunatus"
"Bovicola bovis","","","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"",NA,"","","","","","","","","","","","","","","","","","","","","","YES","YES","",NA,NA,NA,NA,NA,NA,NA,NA,"bovicola_bovis"
"Brachinus fumans","","","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"",NA,"","","","","","","","","","","","","","","","","","","","","","YES","","",NA,NA,NA,NA,NA,NA,NA,NA,"brachinus_fumans"
"Brachycephalus ephippium","Carnivore, Carnivore: Insectivore, Carnivore: Eats non-insect arthropods","YES","",NA,"YES","","","","","","","","","","","","Insects, Terrestrial Non-insect Arthropods","","","","","","","","","","YES","YES","","","","","",NA,"",NA,"","","","","","","","","","","","","","","","","","","","","","YES","YES","",NA,NA,NA,NA,NA,NA,NA,NA,"brachycephalus_ephippium"
