Visibility,Source ID,Locality ID,Traits ID,Genus,Species,Morphospecies,Contributor,Latitude,Longitude,Caste,N,Head width across eyes (mm),Head length (mm),Clypeus length (mm),Mandible length (mm),Hind femur length (mm),Scape length (mm),Weber's length (mm),Pronotum width (mm),Inter-ocular width (mm),Max eye width (mm),Whole body length (mm),Sculpturing,Pilosity (#),Number of Spines (#),Dominant colour head (Fig. 16),Dominant colour mesosoma (Fig. 16),Dominant colour gaster (Fig. 16),Polymorphism,Queen number,Worker number (#),Colony type,Colony founding,Nest Site,Activity,Diet,Notes
Public,Vasconcelos&Pacheco_noyear,Vasconcelos&Pacheco_noyear_01,Vasconcelos&Pacheco_noyear_01_traits_36,Ectatomma,permagnum,False,Heraldo L. Vasconcelos & Renata Pacheco,-15.95797267,-47.92049733,Worker,6,2.3,2.36,0.84,1.63,3.31,2.18,4.24,1.69,1.62,0.56,Not in paper,Not in paper,17,2,23,23,23,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
Public,Vasconcelos&Pacheco_noyear,Vasconcelos&Pacheco_noyear_01,Vasconcelos&Pacheco_noyear_01_traits_37,Gnamptogenys,acuminata,False,Heraldo L. Vasconcelos & Renata Pacheco,-15.95797267,-47.92049733,Worker,5,1.13,1.01,0.27,0.72,1.22,0.88,1.75,0.83,0.94,0.26,Not in paper,Not in paper,29,0,24,24,24,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
Public,Vasconcelos&Pacheco_noyear,Vasconcelos&Pacheco_noyear_01,Vasconcelos&Pacheco_noyear_01_traits_38,Hypoponera,sp.02,True,Heraldo L. Vasconcelos & Renata Pacheco,-15.95797267,-47.92049733,Worker,2,0.49,0.59,0.19,0.33,0.48,0.67,0.85,0.36,0.44,0.02,Not in paper,Not in paper,10,0,16,16,16,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
Public,Vasconcelos&Pacheco_noyear,Vasconcelos&Pacheco_noyear_01,Vasconcelos&Pacheco_noyear_01_traits_39,Hypoponera,sp.03,True,Heraldo L. Vasconcelos & Renata Pacheco,-15.95797267,-47.92049733,Worker,6,0.51,0.62,0.1,0.33,0.49,0.47,0.87,0.38,0.47,0.03,Not in paper,Not in paper,15,2,20,20,20,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
Public,Vasconcelos&Pacheco_noyear,Vasconcelos&Pacheco_noyear_01,Vasconcelos&Pacheco_noyear_01_traits_40,Hypoponera,sp. 04,True,Heraldo L. Vasconcelos & Renata Pacheco,-15.95797267,-47.92049733,Worker,1,0.56,0.72,0.12,0.4,0.6,0.5,0.94,0.42,0.54,0.04,Not in paper,Not in paper,60,0,17,17,18,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
Public,Vasconcelos&Pacheco_noyear,Vasconcelos&Pacheco_noyear_01,Vasconcelos&Pacheco_noyear_01_traits_41,Labidus,coecus,False,Heraldo L. Vasconcelos & Renata Pacheco,-15.95797267,-47.92049733,Worker,7,1,1.13,0.36,0.76,1.33,0.71,1.65,0.68,0.83,0.06,Not in paper,Not in paper,27,0,22,22,21,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
Public,Vasconcelos&Pacheco_noyear,Vasconcelos&Pacheco_noyear_01,Vasconcelos&Pacheco_noyear_01_traits_42,Labidus,praedator,False,Heraldo L. Vasconcelos & Renata Pacheco,-15.95797267,-47.92049733,Worker,8,1.3,1.37,0.37,1.06,2.09,1.13,2.04,0.78,1.13,0.06,Not in paper,Not in paper,20,0,24,24,24,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
Public,Vasconcelos&Pacheco_noyear,Vasconcelos&Pacheco_noyear_01,Vasconcelos&Pacheco_noyear_01_traits_43,Linepithema,angulatum,False,Heraldo L. Vasconcelos & Renata Pacheco,-15.95797267,-47.92049733,Worker,3,0.54,0.57,0.13,0.29,0.58,0.54,0.81,0.36,0.28,0.11,Not in paper,Not in paper,2,0,21,21,21,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
Public,Vasconcelos&Pacheco_noyear,Vasconcelos&Pacheco_noyear_01,Vasconcelos&Pacheco_noyear_01_traits_44,Linepithema,cerradense,False,Heraldo L. Vasconcelos & Renata Pacheco,-15.95797267,-47.92049733,Worker,6,0.53,0.56,0.12,0.27,0.56,0.52,0.76,0.34,0.26,0.1,Not in paper,Not in paper,1,0,21,21,21,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
Public,Vasconcelos&Pacheco_noyear,Vasconcelos&Pacheco_noyear_01,Vasconcelos&Pacheco_noyear_01_traits_45,Megalomyrmex,silverstrii,False,Heraldo L. Vasconcelos & Renata Pacheco,-15.95797267,-47.92049733,Worker,1,0.72,0.71,0.33,0.48,Not in paper,0.78,1.16,0.5,0.24,0.19,Not in paper,Not in paper,35,0,22,22,22,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
Public,Vasconcelos&Pacheco_noyear,Vasconcelos&Pacheco_noyear_01,Vasconcelos&Pacheco_noyear_01_traits_46,Mycocepurus,smithii,False,Heraldo L. Vasconcelos & Renata Pacheco,-15.95797267,-47.92049733,Worker,6,0.6,0.6,0.15,0.39,0.54,0.46,0.76,0.35,0.48,0.1,Not in paper,Not in paper,0,16,21,18,21,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
Public,Vasconcelos&Pacheco_noyear,Vasconcelos&Pacheco_noyear_01,Vasconcelos&Pacheco_noyear_01_traits_47,Neivamyrmex,sp.06,True,Heraldo L. Vasconcelos & Renata Pacheco,-15.95797267,-47.92049733,Worker,6,0.49,0.59,0.14,0.3,0.54,0.34,0.76,0.34,0.391534392,0.015873016,Not in paper,Not in paper,26,0,18,18,17,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
Public,Vasconcelos&Pacheco_noyear,Vasconcelos&Pacheco_noyear_01,Vasconcelos&Pacheco_noyear_01_traits_48,Neoponera,verenae,False,Heraldo L. Vasconcelos & Renata Pacheco,-15.95797267,-47.92049733,Worker,6,2.12,2.33,1.04,1.76,3.36,2.65,3.94,1.46,1.28,0.58,Not in paper,Not in paper,0,0,1,1,1,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
Public,Vasconcelos&Pacheco_noyear,Vasconcelos&Pacheco_noyear_01,Vasconcelos&Pacheco_noyear_01_traits_49,Nesomyrmex,sp. 06,True,Heraldo L. Vasconcelos & Renata Pacheco,-15.95797267,-47.92049733,Worker,2,0.8,0.78,0.23,0.34,0.59,0.6,0.94,0.6,0.65,0.12,Not in paper,Not in paper,15,2,19,19,21,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
Public,Vasconcelos&Pacheco_noyear,Vasconcelos&Pacheco_noyear_01,Vasconcelos&Pacheco_noyear_01_traits_50,Nylanderia,sp.01,True,Heraldo L. Vasconcelos & Renata Pacheco,-15.95797267,-47.92049733,Worker,6,0.48,0.55,0.15,0.29,0.67,0.68,0.71,0.35,0.29,0.11,Not in paper,Not in paper,7,0,18,18,20,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
Public,Vasconcelos&Pacheco_noyear,Vasconcelos&Pacheco_noyear_01,Vasconcelos&Pacheco_noyear_01_traits_51,Nylanderia,sp. 04,True,Heraldo L. Vasconcelos & Renata Pacheco,-15.95797267,-47.92049733,Worker,6,0.5,0.58,0.14,0.32,0.73,0.75,0.78,0.39,0.31,0.12,Not in paper,Not in paper,7,0,20,20,21,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
Public,Vasconcelos&Pacheco_noyear,Vasconcelos&Pacheco_noyear_01,Vasconcelos&Pacheco_noyear_01_traits_52,Odontomachus,chelifer,False,Heraldo L. Vasconcelos & Renata Pacheco,-15.95797267,-47.92049733,Worker,6,2.41,3.45,0.51,2.01,3.97,3.31,4.18,1.38,1.73,0.38,Not in paper,Not in paper,0,0,22,22,22,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
Public,Vasconcelos&Pacheco_noyear,Vasconcelos&Pacheco_noyear_01,Vasconcelos&Pacheco_noyear_01_traits_53,Odontomachus,chelifer,False,Heraldo L. Vasconcelos & Renata Pacheco,-15.95797267,-47.92049733,Worker,6,2.41,3.45,0.51,2.01,3.97,3.31,4.18,1.38,1.73,0.38,Not in paper,Not in paper,0,0,22,22,22,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
Public,Vasconcelos&Pacheco_noyear,Vasconcelos&Pacheco_noyear_01,Vasconcelos&Pacheco_noyear_01_traits_54,Oxyepoecus,sp.03,True,Heraldo L. Vasconcelos & Renata Pacheco,-15.95797267,-47.92049733,Worker,4,0.42,0.48,0.15,0.24,0.33,0.33,0.5,0.3,0.36,0.07,Not in paper,Not in paper,12,2,21,21,21,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
Public,Vasconcelos&Pacheco_noyear,Vasconcelos&Pacheco_noyear_01,Vasconcelos&Pacheco_noyear_01_traits_55,Pachycondyla,harpax,False,Heraldo L. Vasconcelos & Renata Pacheco,-15.95797267,-47.92049733,Worker,6,1.82,1.88,0.43,1.26,1.78,1.54,2.88,1.28,1.45,0.3,Not in paper,Not in paper,31,0,24,24,24,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
Public,Vasconcelos&Pacheco_noyear,Vasconcelos&Pacheco_noyear_01,Vasconcelos&Pacheco_noyear_01_traits_56,Pheidole,fracticeps,False,Heraldo L. Vasconcelos & Renata Pacheco,-15.95797267,-47.92049733,Worker,6,0.45,0.41,0.11,0.24,0.38,0.36,0.51,0.26,0.37,0.06,Not in paper,Not in paper,10,2,19,19,19,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
Public,Vasconcelos&Pacheco_noyear,Vasconcelos&Pacheco_noyear_01,Vasconcelos&Pacheco_noyear_01_traits_57,Pheidole,gertrudae,False,Heraldo L. Vasconcelos & Renata Pacheco,-15.95797267,-47.92049733,Worker,5,0.78,0.62,0.2,0.46,0.91,0.8,0.95,0.44,0.63,0.12,Not in paper,Not in paper,9,0,21,21,21,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
Public,Vasconcelos&Pacheco_noyear,Vasconcelos&Pacheco_noyear_01,Vasconcelos&Pacheco_noyear_01_traits_58,Pheidole,jelskii,False,Heraldo L. Vasconcelos & Renata Pacheco,-15.95797267,-47.92049733,Worker,5,0.76,0.7,0.21,0.51,1.17,1.01,1.29,0.51,0.58,0.14,Not in paper,Not in paper,26,2,21,21,21,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
Public,Vasconcelos&Pacheco_noyear,Vasconcelos&Pacheco_noyear_01,Vasconcelos&Pacheco_noyear_01_traits_59,Pheidole,oxyops,False,Heraldo L. Vasconcelos & Renata Pacheco,-15.95797267,-47.92049733,Worker,5,0.76,0.74,0.23,0.5,1.4,1.22,1.38,0.46,0.53,0.17,Not in paper,Not in paper,28,2,18,18,18,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
Public,Vasconcelos&Pacheco_noyear,Vasconcelos&Pacheco_noyear_01,Vasconcelos&Pacheco_noyear_01_traits_60,Pheidole,schwarzmaieri,False,Heraldo L. Vasconcelos & Renata Pacheco,-15.95797267,-47.92049733,Worker,5,0.68,0.62,0.18,0.45,0.79,0.7,0.95,0.39,0.57,0.1,Not in paper,Not in paper,16,2,16,16,16,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
Public,Vasconcelos&Pacheco_noyear,Vasconcelos&Pacheco_noyear_01,Vasconcelos&Pacheco_noyear_01_traits_61,Pheidole,sp.03,True,Heraldo L. Vasconcelos & Renata Pacheco,-15.95797267,-47.92049733,Worker,5,0.8,0.74,0.22,0.46,1.01,0.96,1.14,0.44,0.62,0.14,Not in paper,Not in paper,22,2,17,17,17,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
Public,Vasconcelos&Pacheco_noyear,Vasconcelos&Pacheco_noyear_01,Vasconcelos&Pacheco_noyear_01_traits_62,Pheidole,sp.08,True,Heraldo L. Vasconcelos & Renata Pacheco,-15.95797267,-47.92049733,Worker,6,0.6,0.55,0.17,0.35,0.79,0.75,0.83,0.33,0.47,0.11,Not in paper,Not in paper,16,2,17,17,17,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
Public,Vasconcelos&Pacheco_noyear,Vasconcelos&Pacheco_noyear_01,Vasconcelos&Pacheco_noyear_01_traits_63,Pheidole,sp.09,True,Heraldo L. Vasconcelos & Renata Pacheco,-15.95797267,-47.92049733,Worker,6,0.8,0.83,0.24,0.53,1.56,1.25,1.3,0.48,0.56,0.18,Not in paper,Not in paper,31,2,21,21,21,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
Public,Vasconcelos&Pacheco_noyear,Vasconcelos&Pacheco_noyear_01,Vasconcelos&Pacheco_noyear_01_traits_64,Pheidole,sp.10,True,Heraldo L. Vasconcelos & Renata Pacheco,-15.95797267,-47.92049733,Worker,7,0.75,0.77,0.23,0.53,1.73,1.61,1.47,0.48,0.52,0.17,Not in paper,Not in paper,57,2,20,20,20,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
Public,Vasconcelos&Pacheco_noyear,Vasconcelos&Pacheco_noyear_01,Vasconcelos&Pacheco_noyear_01_traits_65,Pheidole,sp.12,True,Heraldo L. Vasconcelos & Renata Pacheco,-15.95797267,-47.92049733,Worker,6,0.66,0.63,0.21,0.42,1.08,0.91,1.12,0.41,0.5,0.14,Not in paper,Not in paper,19,2,21,21,21,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
Public,Vasconcelos&Pacheco_noyear,Vasconcelos&Pacheco_noyear_01,Vasconcelos&Pacheco_noyear_01_traits_66,Pheidole,sp.15,True,Heraldo L. Vasconcelos & Renata Pacheco,-15.95797267,-47.92049733,Worker,5,0.5,0.46,0.11,0.28,0.58,0.54,0.68,0.29,0.39,0.09,Not in paper,Not in paper,8,2,22,22,22,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
Public,Vasconcelos&Pacheco_noyear,Vasconcelos&Pacheco_noyear_01,Vasconcelos&Pacheco_noyear_01_traits_67,Pheidole,sp.37,True,Heraldo L. Vasconcelos & Renata Pacheco,-15.95797267,-47.92049733,Worker,5,0.568,0.584,0.16,0.336,0.916,0.872,0.92,0.344,0.412,0.128,Not in paper,Not in paper,9,2,21.2,20.2,20.4,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
Public,Vasconcelos&Pacheco_noyear,Vasconcelos&Pacheco_noyear_01,Vasconcelos&Pacheco_noyear_01_traits_68,Pheidole,triconstricta,False,Heraldo L. Vasconcelos & Renata Pacheco,-15.95797267,-47.92049733,Worker,6,0.59,0.55,0.16,0.3,0.69,0.63,0.76,0.33,0.45,0.11,Not in paper,Not in paper,1,2,19,19,19,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
Public,Vasconcelos&Pacheco_noyear,Vasconcelos&Pacheco_noyear_01,Vasconcelos&Pacheco_noyear_01_traits_69,Pheidole,vafra,False,Heraldo L. Vasconcelos & Renata Pacheco,-15.95797267,-47.92049733,Worker,6,0.53,0.51,0.16,0.31,0.82,0.69,0.84,0.32,0.4,0.13,Not in paper,Not in paper,11,2,18,17,17,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
Public,Vasconcelos&Pacheco_noyear,Vasconcelos&Pacheco_noyear_01,Vasconcelos&Pacheco_noyear_01_traits_70,Pseudomyrmex,gracilis,False,Heraldo L. Vasconcelos & Renata Pacheco,-15.95797267,-47.92049733,Worker,4,1.69,1.58,0.16,0.84,1.49,0.79,2.4,0.99,1.4,0.51,Not in paper,Not in paper,60,2,4,17,23,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
Public,Vasconcelos&Pacheco_noyear,Vasconcelos&Pacheco_noyear_01,Vasconcelos&Pacheco_noyear_01_traits_71,Pseudomyrmex,pallidus,False,Heraldo L. Vasconcelos & Renata Pacheco,-15.95797267,-47.92049733,Worker,6,0.65,0.78,0.04,0.31,0.5,0.28,1.08,0.35,0.4,0.24,Not in paper,Not in paper,1,0,16,16,16,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
Public,Vasconcelos&Pacheco_noyear,Vasconcelos&Pacheco_noyear_01,Vasconcelos&Pacheco_noyear_01_traits_72,Pseudomyrmex,simplex,False,Heraldo L. Vasconcelos & Renata Pacheco,-15.95797267,-47.92049733,Worker,3,0.55,0.73,0.03,0.29,0.45,0.25,0.94,0.34,0.35,0.21,Not in paper,Not in paper,1,0,17,17,17,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
Public,Vasconcelos&Pacheco_noyear,Vasconcelos&Pacheco_noyear_01,Vasconcelos&Pacheco_noyear_01_traits_73,Rasopone,bucki,False,Heraldo L. Vasconcelos & Renata Pacheco,-15.95797267,-47.92049733,Worker,2,1.24,1.48,0.5,1.03,1.61,1.38,2.38,0.99,0.93,0.23,Not in paper,Not in paper,0,0,24,24,24,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
Public,Vasconcelos&Pacheco_noyear,Vasconcelos&Pacheco_noyear_01,Vasconcelos&Pacheco_noyear_01_traits_74,Rogeria,sp.02,True,Heraldo L. Vasconcelos & Renata Pacheco,-15.95797267,-47.92049733,Worker,5,0.48,0.57,0.22,0.29,0.4,0.38,0.6,0.35,0.43,0.04,Not in paper,Not in paper,15,2,20,20,20,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
Public,Vasconcelos&Pacheco_noyear,Vasconcelos&Pacheco_noyear_01,Vasconcelos&Pacheco_noyear_01_traits_75,Simopelta,curvata,False,Heraldo L. Vasconcelos & Renata Pacheco,-15.95797267,-47.92049733,Worker,1,0.6,0.76,0.16,0.44,0.54,0.5,1,0.44,0.56,0.04,Not in paper,Not in paper,100,0,20,20,19,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
Public,Vasconcelos&Pacheco_noyear,Vasconcelos&Pacheco_noyear_01,Vasconcelos&Pacheco_noyear_01_traits_76,Solenopsis,sp.01,True,Heraldo L. Vasconcelos & Renata Pacheco,-15.95797267,-47.92049733,Worker,6,0.36,0.43,0.06,0.2,0.28,0.29,0.49,0.23,0.32,0.04,Not in paper,Not in paper,14,0,16,16,16,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
Public,Vasconcelos&Pacheco_noyear,Vasconcelos&Pacheco_noyear_01,Vasconcelos&Pacheco_noyear_01_traits_77,Solenopsis,sp.04,True,Heraldo L. Vasconcelos & Renata Pacheco,-15.95797267,-47.92049733,Worker,4,0.42,0.49,0.06,0.23,0.35,0.34,0.57,0.23,0.35,0.06,Not in paper,Not in paper,12,0,16,16,16,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
Public,Vasconcelos&Pacheco_noyear,Vasconcelos&Pacheco_noyear_01,Vasconcelos&Pacheco_noyear_01_traits_78,Solenopsis,sp.06,True,Heraldo L. Vasconcelos & Renata Pacheco,-15.95797267,-47.92049733,Worker,3,0.38,0.45,0.05,0.25,0.29,0.27,0.5,0.23,0.34,0.04,Not in paper,Not in paper,17,0,16,16,16,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
Public,Vasconcelos&Pacheco_noyear,Vasconcelos&Pacheco_noyear_01,Vasconcelos&Pacheco_noyear_01_traits_79,Solenopsis,sp. 07,True,Heraldo L. Vasconcelos & Renata Pacheco,-15.95797267,-47.92049733,Worker,4,0.32,0.39,0.06,0.19,0.28,0.27,0.45,0.21,0.29,0.03,Not in paper,Not in paper,16,0,16,16,16,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
Public,Vasconcelos&Pacheco_noyear,Vasconcelos&Pacheco_noyear_01,Vasconcelos&Pacheco_noyear_01_traits_80,Solenopsis,sp.14,True,Heraldo L. Vasconcelos & Renata Pacheco,-15.95797267,-47.92049733,Worker,6,0.37,0.43,0.05,0.22,0.25,0.25,0.46,0.23,0.34,0.03,Not in paper,Not in paper,17,0,17,17,17,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
Public,Vasconcelos&Pacheco_noyear,Vasconcelos&Pacheco_noyear_01,Vasconcelos&Pacheco_noyear_01_traits_81,Strumigenys,sp.09,True,Heraldo L. Vasconcelos & Renata Pacheco,-15.95797267,-47.92049733,Worker,3,0.308333333,0.404166667,0.129166667,0.141666667,0.258333333,0.179166667,0.458333333,0.225,0.254166667,0.058333333,Not in paper,Not in paper,21,2,19,19,19,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
Public,Vasconcelos&Pacheco_noyear,Vasconcelos&Pacheco_noyear_01,Vasconcelos&Pacheco_noyear_01_traits_82,Strumigenys,eggersi,False,Heraldo L. Vasconcelos & Renata Pacheco,-15.95797267,-47.92049733,Worker,3,0.27,0.38,0.11,0.23,0.25,0.2,0.39,0.2,0.22,0.03,Not in paper,Not in paper,5,2,17,17,17,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
Public,Vasconcelos&Pacheco_noyear,Vasconcelos&Pacheco_noyear_01,Vasconcelos&Pacheco_noyear_01_traits_83,Strumigenys,xenochelyna,False,Heraldo L. Vasconcelos & Renata Pacheco,-15.95797267,-47.92049733,Worker,2,0.39,0.57,0.2,0.15,0.34,0.23,0.55,0.29,0.32,0.05,Not in paper,Not in paper,1,2,22,22,22,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
Public,Vasconcelos&Pacheco_noyear,Vasconcelos&Pacheco_noyear_01,Vasconcelos&Pacheco_noyear_01_traits_84,Thaumatomyrmex,mutilatus,False,Heraldo L. Vasconcelos & Renata Pacheco,-15.95797267,-47.92049733,Worker,2,0.93,0.73,0.29,0.81,0.83,0.65,1.13,0.56,0.69,0.19,Not in paper,Not in paper,13,0,1,1,1,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
Public,Vasconcelos&Pacheco_noyear,Vasconcelos&Pacheco_noyear_01,Vasconcelos&Pacheco_noyear_01_traits_85,Trachymyrmex,sp. 05,True,Heraldo L. Vasconcelos & Renata Pacheco,-15.95797267,-47.92049733,Worker,1,0.78,0.75,0.25,0.5,0.93,0.65,1.13,0.48,0.63,0.13,Not in paper,Not in paper,45,36,20,20,21,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper,Not in paper
